GO:0000001	mitochondrion inheritance
GO:0051125	regulation of actin nucleation
GO:0051126	negative regulation of actin nucleation
GO:0051127	positive regulation of actin nucleation
GO:0051128	regulation of cellular component organization
GO:0051129	negative regulation of cellular component organization
GO:0051130	positive regulation of cellular component organization
GO:0051131	chaperone-mediated protein complex assembly
GO:0051132	NK T cell activation
GO:0051133	regulation of NK T cell activation
GO:0051134	negative regulation of NK T cell activation
GO:0051135	positive regulation of NK T cell activation
GO:0051136	regulation of NK T cell differentiation
GO:0051138	positive regulation of NK T cell differentiation
GO:0051140	regulation of NK T cell proliferation
GO:0051142	positive regulation of NK T cell proliferation
GO:0051143	propanediol metabolic process
GO:0051145	smooth muscle cell differentiation
GO:0051146	striated muscle cell differentiation
GO:0051147	regulation of muscle cell differentiation
GO:0051148	negative regulation of muscle cell differentiation
GO:0051149	positive regulation of muscle cell differentiation
GO:0051150	regulation of smooth muscle cell differentiation
GO:0051151	negative regulation of smooth muscle cell differentiation
GO:0051152	positive regulation of smooth muscle cell differentiation
GO:0051153	regulation of striated muscle cell differentiation
GO:0051154	negative regulation of striated muscle cell differentiation
GO:0051155	positive regulation of striated muscle cell differentiation
GO:0051156	glucose 6-phosphate metabolic process
GO:0051157	arabitol catabolic process
GO:0051159	D-arabitol catabolic process
GO:0051160	L-xylitol catabolic process
GO:0051161	arabitol metabolic process
GO:0051163	D-arabitol metabolic process
GO:0051164	L-xylitol metabolic process
GO:0051167	xylulose 5-phosphate metabolic process
GO:0051168	nuclear export
GO:0051169	nuclear transport
GO:0051170	nuclear import
GO:0051171	regulation of nitrogen compound metabolic process
GO:0051172	negative regulation of nitrogen compound metabolic process
GO:0051173	positive regulation of nitrogen compound metabolic process
GO:0051174	regulation of phosphorus metabolic process
GO:0051175	negative regulation of sulfur metabolic process
GO:0051176	positive regulation of sulfur metabolic process
GO:0051177	meiotic sister chromatid cohesion
GO:0051179	localization
GO:0051180	vitamin transport
GO:0051181	cofactor transport
GO:0051182	coenzyme transport
GO:0051186	cofactor metabolic process
GO:0051187	cofactor catabolic process
GO:0051188	cofactor biosynthetic process
GO:0051189	prosthetic group metabolic process
GO:0051191	prosthetic group biosynthetic process
GO:0051193	regulation of cofactor metabolic process
GO:0051194	positive regulation of cofactor metabolic process
GO:0051195	negative regulation of cofactor metabolic process
GO:0051196	regulation of coenzyme metabolic process
GO:0051197	positive regulation of coenzyme metabolic process
GO:0051202	phytochromobilin metabolic process
GO:0051204	protein insertion into mitochondrial membrane
GO:0051205	protein insertion into membrane
GO:0051208	sequestering of calcium ion
GO:0051209	release of sequestered calcium ion into cytosol
GO:0051211	anisotropic cell growth
GO:0051216	cartilage development
GO:0051220	cytoplasmic sequestering of protein
GO:0051222	positive regulation of protein transport
GO:0051223	regulation of protein transport
GO:0051224	negative regulation of protein transport
GO:0051225	spindle assembly
GO:0051228	mitotic spindle disassembly
GO:0051229	meiotic spindle disassembly
GO:0051230	spindle disassembly
GO:0051231	spindle elongation
GO:0051232	meiotic spindle elongation
GO:0051234	establishment of localization
GO:0051235	maintenance of location
GO:0051236	establishment of RNA localization
GO:0051237	maintenance of RNA location
GO:0051238	sequestering of metal ion
GO:0051239	regulation of multicellular organismal process
GO:0051240	positive regulation of multicellular organismal process
GO:0051241	negative regulation of multicellular organismal process
GO:0051245	negative regulation of cellular defense response
GO:0051246	regulation of protein metabolic process
GO:0051247	positive regulation of protein metabolic process
GO:0051248	negative regulation of protein metabolic process
GO:0051249	regulation of lymphocyte activation
GO:0051250	negative regulation of lymphocyte activation
GO:0051251	positive regulation of lymphocyte activation
GO:0051252	regulation of RNA metabolic process
GO:0051253	negative regulation of RNA metabolic process
GO:0051254	positive regulation of RNA metabolic process
GO:0051255	spindle midzone assembly
GO:0051256	spindle midzone assembly involved in mitosis
GO:0051257	spindle midzone assembly involved in meiosis
GO:0051258	protein polymerization
GO:0051259	protein oligomerization
GO:0051260	protein homooligomerization
GO:0051261	protein depolymerization
GO:0051262	protein tetramerization
GO:0051270	regulation of cellular component movement
GO:0051271	negative regulation of cellular component movement
GO:0051272	positive regulation of cellular component movement
GO:0051273	beta-glucan metabolic process
GO:0051274	beta-glucan biosynthetic process
GO:0051275	beta-glucan catabolic process
GO:0051276	chromosome organization
GO:0051278	fungal-type cell wall polysaccharide biosynthetic process
GO:0051279	regulation of release of sequestered calcium ion into cytosol
GO:0051280	negative regulation of release of sequestered calcium ion into cytosol
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol
GO:0051282	regulation of sequestering of calcium ion
GO:0051283	negative regulation of sequestering of calcium ion
GO:0051284	positive regulation of sequestering of calcium ion
GO:0051289	protein homotetramerization
GO:0051290	protein heterotetramerization
GO:0051291	protein heterooligomerization
GO:0051292	nuclear pore complex assembly
GO:0051293	establishment of spindle localization
GO:0051294	establishment of spindle orientation
GO:0051295	establishment of meiotic spindle localization
GO:0051296	establishment of meiotic spindle orientation
GO:0051297	centrosome organization
GO:0051298	centrosome duplication
GO:0051299	centrosome separation
GO:0051300	spindle pole body organization
GO:0051301	cell division
GO:0051302	regulation of cell division
GO:0051303	establishment of chromosome localization
GO:0051304	chromosome separation
GO:0051305	chromosome movement towards spindle pole
GO:0051306	mitotic sister chromatid separation
GO:0051307	meiotic chromosome separation
GO:0051308	male meiosis chromosome separation
GO:0051310	metaphase plate congression
GO:0051311	meiotic metaphase plate congression
GO:0051312	chromosome decondensation
GO:0051315	attachment of spindle microtubules to kinetochore involved in mitotic sister chromatid segregation
GO:0051316	attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation
GO:0051318	G1 phase
GO:0051319	G2 phase
GO:0051320	S phase
GO:0051321	meiotic cell cycle
GO:0051322	anaphase
GO:0051323	metaphase
GO:0051324	prophase
GO:0051325	interphase
GO:0051326	telophase
GO:0051329	interphase of mitotic cell cycle
GO:0051336	regulation of hydrolase activity
GO:0051338	regulation of transferase activity
GO:0051339	regulation of lyase activity
GO:0051340	regulation of ligase activity
GO:0051341	regulation of oxidoreductase activity
GO:0051342	regulation of cyclic-nucleotide phosphodiesterase activity
GO:0051343	positive regulation of cyclic-nucleotide phosphodiesterase activity
GO:0051344	negative regulation of cyclic-nucleotide phosphodiesterase activity
GO:0051345	positive regulation of hydrolase activity
GO:0051346	negative regulation of hydrolase activity
GO:0051347	positive regulation of transferase activity
GO:0051348	negative regulation of transferase activity
GO:0051349	positive regulation of lyase activity
GO:0051350	negative regulation of lyase activity
GO:0051351	positive regulation of ligase activity
GO:0051352	negative regulation of ligase activity
GO:0051353	positive regulation of oxidoreductase activity
GO:0051354	negative regulation of oxidoreductase activity
GO:0051355	proprioception involved in equilibrioception
GO:0051365	cellular response to potassium ion starvation
GO:0051382	kinetochore assembly
GO:0051383	kinetochore organization
GO:0051384	response to glucocorticoid stimulus
GO:0051385	response to mineralocorticoid stimulus
GO:0051386	regulation of neurotrophin TRK receptor signaling pathway
GO:0051387	negative regulation of neurotrophin TRK receptor signaling pathway
GO:0051388	positive regulation of neurotrophin TRK receptor signaling pathway
GO:0051389	inactivation of MAPKK activity
GO:0051390	inactivation of MAPKKK activity
GO:0051391	tRNA acetylation
GO:0051394	regulation of nerve growth factor receptor activity
GO:0051402	neuron apoptotic process
GO:0051403	stress-activated MAPK cascade
GO:0051409	response to nitrosative stress
GO:0051410	detoxification of nitrogen compound
GO:0051412	response to corticosterone stimulus
GO:0051414	response to cortisol stimulus
GO:0051415	interphase microtubule nucleation by interphase microtubule organizing center
GO:0051417	microtubule nucleation by spindle pole body
GO:0051418	microtubule nucleation by microtubule organizing center
GO:0051436	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
GO:0051437	positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
GO:0051438	regulation of ubiquitin-protein ligase activity
GO:0051439	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
GO:0051440	regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle
GO:0051441	positive regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle
GO:0051442	negative regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle
GO:0051443	positive regulation of ubiquitin-protein ligase activity
GO:0051444	negative regulation of ubiquitin-protein ligase activity
GO:0051445	regulation of meiotic cell cycle
GO:0051446	positive regulation of meiotic cell cycle
GO:0051447	negative regulation of meiotic cell cycle
GO:0051450	myoblast proliferation
GO:0051451	myoblast migration
GO:0051452	intracellular pH reduction
GO:0051453	regulation of intracellular pH
GO:0051454	intracellular pH elevation
GO:0051455	attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation
GO:0051456	attachment of spindle microtubules to kinetochore involved in meiotic sister chromatid segregation
GO:0051457	maintenance of protein location in nucleus
GO:0051458	corticotropin secretion
GO:0051459	regulation of corticotropin secretion
GO:0051460	negative regulation of corticotropin secretion
GO:0051461	positive regulation of corticotropin secretion
